key_id,tournament_id,tournament_name,team_id,team_name,team_code,player_id,family_name,given_name,shirt_number,position_name,position_code,birth_date,player_wikipedia_link,matches_played,starts,sub_appearances,goals,own_goals,penalty_goals,yellow_cards,red_cards,second_yellows,times_subbed_off,awards_won
8851,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-21683,Albelda,David,6,midfielder,MF,1977-09-01,https://en.wikipedia.org/wiki/David_Albelda,2,1,1,0,0,0,1,0,0,0,
8852,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-24556,Raúl,not applicable,7,forward,FW,1977-06-27,https://en.wikipedia.org/wiki/Ra%C3%BAl_(footballer),4,2,2,1,0,0,0,0,0,2,
8853,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-29415,Xavi,not applicable,8,midfielder,MF,1980-01-25,https://en.wikipedia.org/wiki/Xavi,4,3,1,0,0,0,0,0,0,1,
8854,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-71661,Torres,Fernando,9,forward,FW,1984-03-20,https://en.wikipedia.org/wiki/Fernando_Torres,4,3,1,3,0,1,0,0,0,0,
8855,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-83711,Reyes,José Antonio,10,midfielder,MF,1983-09-01,https://en.wikipedia.org/wiki/Jos%C3%A9_Antonio_Reyes,1,1,0,0,0,0,1,0,0,1,
8856,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-25905,García,Luis,11,midfielder,MF,1978-06-24,"https://en.wikipedia.org/wiki/Luis_Garc%C3%ADa_(footballer,_born_1978)",3,2,1,0,0,0,0,0,0,2,
8857,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-13964,López,Antonio,12,defender,DF,1981-09-13,"https://en.wikipedia.org/wiki/Antonio_L%C3%B3pez_(footballer,_born_1981)",1,1,0,0,0,0,0,0,0,0,
8858,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-56330,Iniesta,Andrés,13,midfielder,MF,1984-05-11,https://en.wikipedia.org/wiki/Andr%C3%A9s_Iniesta,1,1,0,0,0,0,0,0,0,0,
8859,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-73924,Alonso,Xabi,14,midfielder,MF,1981-11-25,https://en.wikipedia.org/wiki/Xabi_Alonso,3,3,0,1,0,0,0,0,0,1,
8860,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-89177,Ramos,Sergio,15,defender,DF,1986-03-30,https://en.wikipedia.org/wiki/Sergio_Ramos,3,3,0,0,0,0,0,0,0,0,
8861,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-82549,Senna,Marcos,16,midfielder,MF,1976-07-17,https://en.wikipedia.org/wiki/Marcos_Senna,3,2,1,0,0,0,0,0,0,1,
8862,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-70144,Joaquín,not applicable,17,midfielder,MF,1981-07-21,"https://en.wikipedia.org/wiki/Joaqu%C3%ADn_(footballer,_born_1981)",3,1,2,0,0,0,0,0,0,0,
8863,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-81297,Fàbregas,Cesc,18,midfielder,MF,1987-05-04,https://en.wikipedia.org/wiki/Cesc_F%C3%A0bregas,4,2,2,0,0,0,1,0,0,1,
8864,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-16059,Cañizares,Santiago,19,goal keeper,GK,1969-12-18,https://en.wikipedia.org/wiki/Santiago_Ca%C3%B1izares,1,1,0,0,0,0,0,0,0,0,
8865,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-51440,Juanito,not applicable,20,defender,DF,1976-07-23,"https://en.wikipedia.org/wiki/Juanito_(footballer,_born_1976)",1,1,0,1,0,0,0,0,0,0,
8866,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-49097,Villa,David,21,forward,FW,1981-12-03,https://en.wikipedia.org/wiki/David_Villa,4,3,1,3,0,2,0,0,0,3,
8867,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-73344,Ibáñez,Pablo,22,defender,DF,1981-08-03,https://en.wikipedia.org/wiki/Pablo_Ib%C3%A1%C3%B1ez,3,3,0,0,0,0,0,0,0,0,
8868,WC-2006,2006 FIFA Men's World Cup,T-73,Spain,ESP,P-44334,Reina,Pepe,23,goal keeper,GK,1982-08-31,https://en.wikipedia.org/wiki/Pepe_Reina,0,0,0,0,0,0,0,0,0,0,
8869,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-47401,Isaksson,Andreas,1,goal keeper,GK,1981-10-03,https://en.wikipedia.org/wiki/Andreas_Isaksson,3,3,0,0,0,0,0,0,0,0,
8870,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-75070,Nilsson,Mikael,2,defender,DF,1978-06-24,"https://en.wikipedia.org/wiki/Mikael_Nilsson_(footballer,_born_1978)",0,0,0,0,0,0,0,0,0,0,
8871,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-06256,Mellberg,Olof,3,defender,DF,1977-09-03,https://en.wikipedia.org/wiki/Olof_Mellberg,4,4,0,0,0,0,0,0,0,0,
8872,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-30568,Lučić,Teddy,4,defender,DF,1973-04-15,https://en.wikipedia.org/wiki/Teddy_Lu%C4%8Di%C4%87,4,4,0,0,0,0,2,0,1,0,
8873,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-35312,Edman,Erik,5,defender,DF,1978-11-11,https://en.wikipedia.org/wiki/Erik_Edman,4,4,0,0,0,0,0,0,0,0,
8874,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-05583,Linderoth,Tobias,6,midfielder,MF,1979-04-21,https://en.wikipedia.org/wiki/Tobias_Linderoth,4,4,0,0,0,0,1,0,0,2,
8875,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-42808,Alexandersson,Niclas,7,midfielder,MF,1971-12-29,https://en.wikipedia.org/wiki/Niclas_Alexandersson,4,4,0,0,0,0,1,0,0,0,
8876,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-85432,Svensson,Anders,8,midfielder,MF,1976-07-17,https://en.wikipedia.org/wiki/Anders_Svensson,1,1,0,0,0,0,0,0,0,1,
8877,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-84022,Ljungberg,Freddie,9,midfielder,MF,1977-04-16,https://en.wikipedia.org/wiki/Freddie_Ljungberg,4,4,0,1,0,0,1,0,0,0,
8878,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-80105,Ibrahimović,Zlatan,10,forward,FW,1981-10-03,https://en.wikipedia.org/wiki/Zlatan_Ibrahimovi%C4%87,3,3,0,0,0,0,0,0,0,2,
8879,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-42895,Larsson,Henrik,11,forward,FW,1971-09-20,https://en.wikipedia.org/wiki/Henrik_Larsson,4,4,0,1,0,0,1,0,0,0,
8880,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-02115,Alvbåge,John,12,goal keeper,GK,1982-08-10,https://en.wikipedia.org/wiki/John_Alvb%C3%A5ge,0,0,0,0,0,0,0,0,0,0,
8881,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-20273,Hansson,Petter,13,defender,DF,1976-12-14,https://en.wikipedia.org/wiki/Petter_Hansson,1,0,1,0,0,0,0,0,0,0,
8882,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-19165,Stenman,Fredrik,14,defender,DF,1983-06-02,https://en.wikipedia.org/wiki/Fredrik_Stenman,0,0,0,0,0,0,0,0,0,0,
8883,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-44340,Svensson,Karl,15,defender,DF,1984-03-21,https://en.wikipedia.org/wiki/Karl_Svensson,0,0,0,0,0,0,0,0,0,0,
8884,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-73608,Källström,Kim,16,midfielder,MF,1982-08-24,https://en.wikipedia.org/wiki/Kim_K%C3%A4llstr%C3%B6m,4,3,1,0,0,0,0,0,0,2,
8885,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-79017,Elmander,Johan,17,forward,FW,1981-05-27,https://en.wikipedia.org/wiki/Johan_Elmander,2,0,2,0,0,0,0,0,0,0,
8886,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-20557,Jonson,Mattias,18,midfielder,MF,1974-01-16,https://en.wikipedia.org/wiki/Mattias_Jonson,4,2,2,0,0,0,1,0,0,2,
8887,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-62207,Andersson,Daniel,19,midfielder,MF,1977-08-28,"https://en.wikipedia.org/wiki/Daniel_Andersson_(footballer,_born_1977)",1,0,1,0,0,0,0,0,0,0,
8888,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-45212,Allbäck,Marcus,20,forward,FW,1973-07-05,https://en.wikipedia.org/wiki/Marcus_Allb%C3%A4ck,4,1,3,1,0,0,2,0,0,1,
8889,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-65907,Wilhelmsson,Christian,21,midfielder,MF,1979-12-08,https://en.wikipedia.org/wiki/Christian_Wilhelmsson,4,2,2,0,0,0,0,0,0,2,
8890,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-07148,Rosenberg,Markus,22,forward,FW,1982-09-27,https://en.wikipedia.org/wiki/Markus_Rosenberg,0,0,0,0,0,0,0,0,0,0,
8891,WC-2006,2006 FIFA Men's World Cup,T-74,Sweden,SWE,P-95996,Shaaban,Rami,23,goal keeper,GK,1975-06-30,https://en.wikipedia.org/wiki/Rami_Shaaban,1,1,0,0,0,0,0,0,0,0,
8892,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-38789,Zuberbühler,Pascal,1,goal keeper,GK,1971-01-08,https://en.wikipedia.org/wiki/Pascal_Zuberb%C3%BChler,4,4,0,0,0,0,0,0,0,0,
8893,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-25758,Djourou,Johan,2,defender,DF,1987-01-18,https://en.wikipedia.org/wiki/Johan_Djourou,3,1,2,0,0,0,1,0,0,1,
8894,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-82814,Magnin,Ludovic,3,defender,DF,1979-04-20,https://en.wikipedia.org/wiki/Ludovic_Magnin,3,3,0,0,0,0,1,0,0,0,
8895,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-94161,Senderos,Philippe,4,defender,DF,1985-02-14,https://en.wikipedia.org/wiki/Philippe_Senderos,3,3,0,1,0,0,1,0,0,1,
8896,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-63929,Margairaz,Xavier,5,midfielder,MF,1984-01-17,https://en.wikipedia.org/wiki/Xavier_Margairaz,2,0,2,0,0,0,0,0,0,0,
8897,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-17148,Vogel,Johann,6,midfielder,MF,1977-03-08,https://en.wikipedia.org/wiki/Johann_Vogel_(footballer),4,4,0,0,0,0,1,0,0,0,
8898,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-11817,Cabanas,Ricardo,7,midfielder,MF,1979-01-17,https://en.wikipedia.org/wiki/Ricardo_Cabanas,4,4,0,0,0,0,1,0,0,1,
8899,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-56006,Wicky,Raphaël,8,defender,DF,1977-04-26,https://en.wikipedia.org/wiki/Rapha%C3%ABl_Wicky,4,4,0,0,0,0,1,0,0,2,
8900,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-61684,Frei,Alexander,9,forward,FW,1979-07-15,https://en.wikipedia.org/wiki/Alexander_Frei,4,4,0,2,0,0,1,0,0,2,
8901,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-35674,Gygax,Daniel,10,forward,FW,1981-08-28,https://en.wikipedia.org/wiki/Daniel_Gygax,2,1,1,0,0,0,0,0,0,1,
8902,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-87221,Streller,Marco,11,forward,FW,1981-06-18,https://en.wikipedia.org/wiki/Marco_Streller,3,1,2,0,0,0,1,0,0,1,
8903,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-46325,Benaglio,Diego,12,goal keeper,GK,1983-09-08,https://en.wikipedia.org/wiki/Diego_Benaglio,0,0,0,0,0,0,0,0,0,0,
8904,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-49127,Grichting,Stéphane,13,defender,DF,1979-03-30,https://en.wikipedia.org/wiki/St%C3%A9phane_Grichting,1,0,1,0,0,0,0,0,0,0,
8905,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-06129,Degen,David,14,midfielder,MF,1983-02-15,https://en.wikipedia.org/wiki/David_Degen,0,0,0,0,0,0,0,0,0,0,
8906,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-35818,Džemaili,Blerim,15,midfielder,MF,1986-04-12,https://en.wikipedia.org/wiki/Blerim_D%C5%BEemaili,0,0,0,0,0,0,0,0,0,0,
8907,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-97143,Barnetta,Tranquillo,16,midfielder,MF,1985-05-22,https://en.wikipedia.org/wiki/Tranquillo_Barnetta,4,4,0,1,0,0,1,0,0,0,
8908,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-10953,Spycher,Christoph,17,defender,DF,1978-03-30,https://en.wikipedia.org/wiki/Christoph_Spycher,1,1,0,0,0,0,1,0,0,0,
8909,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-46417,Lustrinelli,Mauro,18,forward,FW,1976-02-26,https://en.wikipedia.org/wiki/Mauro_Lustrinelli,2,0,2,0,0,0,0,0,0,0,
8910,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-54713,Behrami,Valon,19,midfielder,MF,1985-04-19,https://en.wikipedia.org/wiki/Valon_Behrami,1,0,1,0,0,0,0,0,0,0,
8911,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-37656,Müller,Patrick,20,defender,DF,1976-12-17,https://en.wikipedia.org/wiki/Patrick_M%C3%BCller_(footballer),4,4,0,0,0,0,0,0,0,1,
8912,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-07302,Coltorti,Fabio,21,goal keeper,GK,1980-12-03,https://en.wikipedia.org/wiki/Fabio_Coltorti,0,0,0,0,0,0,0,0,0,0,
8913,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-59636,Yakin,Hakan,22,midfielder,MF,1977-02-22,https://en.wikipedia.org/wiki/Hakan_Yakin,3,2,1,0,0,0,1,0,0,2,
8914,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,P-10789,Degen,Philipp,23,defender,DF,1983-02-15,https://en.wikipedia.org/wiki/Philipp_Degen,4,4,0,0,0,0,1,0,0,0,
8915,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-08028,Tchagnirou,Ouro-Nimini,1,goal keeper,GK,1977-12-31,https://en.wikipedia.org/wiki/Ouro-Nimini_Tchagnirou,0,0,0,0,0,0,0,0,0,0,
8916,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-41085,Nibombé,Daré,2,defender,DF,1980-06-16,https://en.wikipedia.org/wiki/Dar%C3%A9_Nibomb%C3%A9,3,3,0,0,0,0,0,0,0,0,
8917,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-03523,Abalo,Jean-Paul,3,defender,DF,1975-06-26,https://en.wikipedia.org/wiki/Jean-Paul_Abalo,2,2,0,0,0,0,1,0,1,0,
8918,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-48772,Adebayor,Emmanuel,4,forward,FW,1984-02-26,https://en.wikipedia.org/wiki/Emmanuel_Adebayor,3,3,0,0,0,0,1,0,0,1,
8919,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-08365,Tchangai,Massamasso,5,defender,DF,1978-08-08,https://en.wikipedia.org/wiki/Massamasso_Tchangai,3,3,0,0,0,0,1,0,0,0,
8920,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-43931,Aziawonou,Yao,6,midfielder,MF,1979-11-30,https://en.wikipedia.org/wiki/Yao_Aziawonou,2,1,1,0,0,0,1,0,0,0,
8921,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-57309,Salifou,Moustapha,7,forward,FW,1983-06-01,https://en.wikipedia.org/wiki/Moustapha_Salifou,3,2,1,0,0,0,2,0,0,1,
8922,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-08310,Agboh,Kuami,8,midfielder,MF,1977-12-28,https://en.wikipedia.org/wiki/Kuami_Agboh,1,1,0,0,0,0,0,0,0,1,
8923,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-12652,Dossevi,Thomas,9,midfielder,MF,1979-03-06,https://en.wikipedia.org/wiki/Thomas_Dossevi,2,1,1,0,0,0,0,0,0,1,
8924,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-64772,Mamam,Chérif Touré,10,midfielder,MF,1978-01-13,https://en.wikipedia.org/wiki/Ch%C3%A9rif_Tour%C3%A9_Mamam,3,3,0,0,0,0,1,0,0,2,
8925,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-21511,Malm,Robert,11,forward,FW,1973-08-21,https://en.wikipedia.org/wiki/Robert_Malm,1,0,1,0,0,0,0,0,0,0,
8926,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-01401,Akoto,Eric,12,defender,DF,1980-07-20,https://en.wikipedia.org/wiki/Eric_Akoto,0,0,0,0,0,0,0,0,0,0,
8927,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-58731,Forson,Richmond,13,defender,DF,1980-05-23,https://en.wikipedia.org/wiki/Richmond_Forson,3,2,1,0,0,0,0,0,0,0,
8928,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-44097,Olufadé,Adékambi,14,midfielder,MF,1980-01-07,https://en.wikipedia.org/wiki/Ad%C3%A9kambi_Olufad%C3%A9,1,0,1,0,0,0,0,0,0,0,
8929,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-80410,Romao,Alaixys,15,midfielder,MF,1984-01-18,https://en.wikipedia.org/wiki/Alaixys_Romao,2,2,0,0,0,0,2,0,0,0,
8930,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-30416,Agassa,Kossi,16,goal keeper,GK,1978-07-02,https://en.wikipedia.org/wiki/Kossi_Agassa,3,3,0,0,0,0,0,0,0,0,
8931,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-04210,Kader,Mohamed,17,forward,FW,1979-04-08,https://en.wikipedia.org/wiki/Mohamed_Kader,3,3,0,1,0,0,0,0,0,0,
8932,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-22298,Sènaya,Yao Junior,18,midfielder,MF,1984-04-19,https://en.wikipedia.org/wiki/Yao_Junior_S%C3%A8naya,3,2,1,0,0,0,0,0,0,1,
8933,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-00077,Assemoassa,Ludovic,19,defender,DF,1980-09-18,https://en.wikipedia.org/wiki/Ludovic_Assemoassa,1,1,0,0,0,0,0,0,0,1,
8934,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-53024,Erassa,Affo,20,forward,FW,1983-02-19,https://en.wikipedia.org/wiki/Affo_Erassa,0,0,0,0,0,0,0,0,0,0,
8935,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-10224,Atsou,Franck,21,midfielder,MF,1978-08-01,https://en.wikipedia.org/wiki/Franck_Atsou,0,0,0,0,0,0,0,0,0,0,
8936,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-60422,Obilalé,Kodjovi,22,goal keeper,GK,1984-10-08,https://en.wikipedia.org/wiki/Kodjovi_Obilal%C3%A9,0,0,0,0,0,0,0,0,0,0,
8937,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,P-98500,Touré,Assimiou,23,defender,DF,1988-01-01,https://en.wikipedia.org/wiki/Assimiou_Tour%C3%A9,2,1,1,0,0,0,0,0,0,0,
8938,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-09117,Hislop,Shaka,1,goal keeper,GK,1969-02-22,https://en.wikipedia.org/wiki/Shaka_Hislop,2,2,0,0,0,0,1,0,0,0,
8939,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-57974,Cox,Ian,2,defender,DF,1971-03-25,https://en.wikipedia.org/wiki/Ian_Cox,0,0,0,0,0,0,0,0,0,0,
8940,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-86728,John,Avery,3,defender,DF,1975-06-18,https://en.wikipedia.org/wiki/Avery_John,2,2,0,0,0,0,1,0,1,1,
8941,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-77807,Andrews,Marvin,4,defender,DF,1975-12-22,https://en.wikipedia.org/wiki/Marvin_Andrews,0,0,0,0,0,0,0,0,0,0,
8942,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-52480,Sancho,Brent,5,defender,DF,1977-03-13,https://en.wikipedia.org/wiki/Brent_Sancho,3,3,0,1,1,0,1,0,0,0,
8943,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-49762,Lawrence,Dennis,6,defender,DF,1974-08-01,https://en.wikipedia.org/wiki/Dennis_Lawrence,3,3,0,0,0,0,0,0,0,0,
8944,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-05918,Birchall,Chris,7,midfielder,MF,1984-05-05,https://en.wikipedia.org/wiki/Chris_Birchall,3,3,0,0,0,0,0,0,0,0,
8945,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-40120,Gray,Cyd,8,defender,DF,1973-11-21,https://en.wikipedia.org/wiki/Cyd_Gray,2,2,0,0,0,0,1,0,0,0,
8946,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-77687,Whitley,Aurtis,9,midfielder,MF,1977-05-01,https://en.wikipedia.org/wiki/Aurtis_Whitley,3,2,1,0,0,0,2,0,0,1,
8947,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-61974,Latapy,Russell,10,midfielder,MF,1968-08-02,https://en.wikipedia.org/wiki/Russell_Latapy,1,0,1,0,0,0,0,0,0,0,
8948,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-52850,Edwards,Carlos,11,midfielder,MF,1978-10-24,https://en.wikipedia.org/wiki/Carlos_Edwards,3,3,0,0,0,0,0,0,0,0,
8949,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-56282,Samuel,Collin,12,forward,FW,1981-08-27,https://en.wikipedia.org/wiki/Collin_Samuel,1,1,0,0,0,0,0,0,0,1,
8950,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-78050,Glen,Cornell,13,forward,FW,1980-10-21,https://en.wikipedia.org/wiki/Cornell_Glen,3,1,2,0,0,0,0,0,0,1,
8951,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-88830,John,Stern,14,forward,FW,1976-10-30,https://en.wikipedia.org/wiki/Stern_John,3,3,0,0,0,0,0,0,0,0,
8952,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-33665,Jones,Kenwyne,15,forward,FW,1984-10-05,https://en.wikipedia.org/wiki/Kenwyne_Jones,2,1,1,0,0,0,1,0,0,1,
8953,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-03524,Wise,Evans,16,midfielder,MF,1973-11-23,https://en.wikipedia.org/wiki/Evans_Wise,2,0,2,0,0,0,0,0,0,0,
8954,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-23065,Charles,David Atiba,17,defender,DF,1977-08-29,https://en.wikipedia.org/wiki/David_Atiba_Charles,0,0,0,0,0,0,0,0,0,0,
8955,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-22492,Theobald,Densill,18,midfielder,MF,1982-06-27,https://en.wikipedia.org/wiki/Densill_Theobald,3,3,0,0,0,0,1,0,0,2,
8956,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-94201,Yorke,Dwight,19,forward,FW,1971-11-03,https://en.wikipedia.org/wiki/Dwight_Yorke,3,3,0,0,0,0,1,0,0,0,
8957,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-62644,Scotland,Jason,20,forward,FW,1979-02-18,https://en.wikipedia.org/wiki/Jason_Scotland,0,0,0,0,0,0,0,0,0,0,
8958,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-74150,Jack,Kelvin,21,goal keeper,GK,1976-04-29,https://en.wikipedia.org/wiki/Kelvin_Jack,1,1,0,0,0,0,0,0,0,0,
8959,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-34430,Ince,Clayton,22,goal keeper,GK,1972-07-12,https://en.wikipedia.org/wiki/Clayton_Ince,0,0,0,0,0,0,0,0,0,0,
8960,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,P-26454,Wolfe,Anthony,23,midfielder,MF,1983-12-23,https://en.wikipedia.org/wiki/Anthony_Wolfe,0,0,0,0,0,0,0,0,0,0,
8961,WC-2006,2006 FIFA Men's World Cup,T-79,Tunisia,TUN,P-52641,Boumnijel,Ali,1,goal keeper,GK,1966-04-13,https://en.wikipedia.org/wiki/Ali_Boumnijel,3,3,0,0,0,0,0,0,0,0,
8962,WC-2006,2006 FIFA Men's World Cup,T-79,Tunisia,TUN,P-31347,Essediri,Karim,2,defender,DF,1979-07-29,https://en.wikipedia.org/wiki/Karim_Essediri,1,0,1,0,0,0,0,0,0,0,
8963,WC-2006,2006 FIFA Men's World Cup,T-79,Tunisia,TUN,P-72448,Haggui,Karim,3,defender,DF,1984-01-21,https://en.wikipedia.org/wiki/Karim_Haggui,3,3,0,0,0,0,1,0,0,0,
8964,WC-2006,2006 FIFA Men's World Cup,T-79,Tunisia,TUN,P-96363,Yahia,Alaeddine,4,defender,DF,1981-09-26,https://en.wikipedia.org/wiki/Alaeddine_Yahia,1,0,1,0,0,0,0,0,0,0,
8965,WC-2006,2006 FIFA Men's World Cup,T-79,Tunisia,TUN,P-00640,Jaziri,Ziad,5,forward,FW,1978-07-12,https://en.wikipedia.org/wiki/Ziad_Jaziri,3,3,0,1,0,0,2,0,1,0,
8966,WC-2006,2006 FIFA Men's World Cup,T-79,Tunisia,TUN,P-82870,Trabelsi,Hatem,6,defender,DF,1977-01-25,https://en.wikipedia.org/wiki/Hatem_Trabelsi,3,3,0,0,0,0,1,0,0,0,
