key_id,tm_player_id,wc_tournament,position_code,family_name,given_name,national_team,birth_date,match_method,match_score,total_appearances,total_goals,total_assists,total_own_goals,total_penalty_goals,total_yellow_cards,total_second_yellows,total_red_cards,total_goals_conceded,total_clean_sheets,num_competitions,home_league,club,league,goals_per_app,assists_per_app,yellows_per_app,goals_conceded_per_app,clean_sheet_rate,has_stats,has_domestic,market_value,mv_date,club_league_position,league_tier,club_points,club_gf,club_ga,club_gd,league_country,league_country_code,club_elo,goals_per_app_adj,assists_per_app_adj,yellows_per_app_adj,elo_weight,goals_elo_weighted,assists_elo_weighted,goals_per_app_elo_weighted,assists_per_app_elo_weighted,role,offensive_score,defensive_score,wc_appearances,wc_total_wins,wc_best_stage,wc_finals,wc_semis,defending_champion,squad_club_pairs,largest_club_block,largest_club_name
9578,2514,WC-2010,MF,Schweinsteiger,Bastian,Germany,1984-08-01,dob+name,100.0,49.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,Bundesliga,Bayern Munich,Bundesliga,0.061224489795918366,0.061224489795918366,0.20408163265306123,0.0,0.0,True,True,24000000.0,2010-05-07,1.0,1.0,70.0,72.0,31.0,41.0,Germany,GER,1451.01953125,0.061224489795918366,0.061224489795918366,0.20408163265306123,0.845845324579585,2.5375359737387546,2.5375359737387546,0.051786448443648055,0.051786448443648055,offensive,0.10357289688729611,,1,6,3,0,2,0,29,7,Bayern Munich
9579,35664,WC-2010,MF,Özil,Mesut,Germany,1988-10-15,dob+name,100.0,46.0,10.0,29.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,Bundesliga,SV Werder Bremen,Bundesliga,0.21739130434782608,0.6304347826086957,0.043478260869565216,0.0,0.0,True,True,20000000.0,2010-01-16,3.0,1.0,61.0,71.0,40.0,31.0,Germany,GER,1818.63195801,0.21739130434782608,0.6304347826086957,0.043478260869565216,1.0601382722178812,10.601382722178812,30.744009894318552,0.2304648417864959,0.6683480411808381,offensive,0.8988128829673341,,1,6,3,0,2,0,29,7,Bayern Munich
9580,6237,WC-2010,FW,Kießling,Stefan,Germany,1984-01-25,dob+name,100.0,35.0,21.0,7.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,Bundesliga,Bayer 04 Leverkusen,Bundesliga,0.6,0.2,0.08571428571428572,0.0,0.0,True,True,12000000.0,2010-05-07,4.0,1.0,59.0,65.0,38.0,27.0,Germany,GER,1748.33325195,0.6,0.2,0.08571428571428572,1.0191589259277443,21.40233744448263,7.13411248149421,0.6114953555566466,0.20383178518554887,offensive,0.8153271407421955,,1,6,3,0,2,0,29,7,Bayern Munich
9581,15185,WC-2010,MF,Podolski,Lukas,Germany,1985-06-04,dob+name,100.0,31.0,3.0,6.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,Bundesliga,1.FC Köln,Bundesliga,0.0967741935483871,0.1935483870967742,0.25806451612903225,0.0,0.0,True,True,10000000.0,2009-11-17,13.0,1.0,38.0,33.0,42.0,-9.0,Germany,GER,1619.02001953,0.0967741935483871,0.1935483870967742,0.25806451612903225,0.943778139733568,2.831334419200704,5.662668838401408,0.09133336836131302,0.18266673672262604,offensive,0.27400010508393907,,1,6,3,0,2,0,29,7,Bayern Munich
9582,10,WC-2010,FW,Klose,Miroslav,Germany,1978-06-09,dob+name,100.0,38.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,Bundesliga,Bayern Munich,Bundesliga,0.15789473684210525,0.05263157894736842,0.07894736842105263,0.0,0.0,True,True,7500000.0,2010-05-07,1.0,1.0,70.0,72.0,31.0,41.0,Germany,GER,1451.01953125,0.15789473684210525,0.05263157894736842,0.07894736842105263,0.845845324579585,5.075071947477509,1.69169064915917,0.13355452493361866,0.04451817497787289,offensive,0.17807269991149155,,1,6,3,0,2,0,29,7,Bayern Munich
9583,1474,WC-2010,GK,Wiese,Tim,Germany,1981-12-17,dob+name,100.0,47.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,54.0,19.0,4.0,Bundesliga,SV Werder Bremen,Bundesliga,0.0,0.0,0.10638297872340426,1.148936170212766,0.40425531914893614,True,True,10000000.0,2010-01-16,3.0,1.0,61.0,71.0,40.0,31.0,Germany,GER,1818.63195801,0.0,0.0,0.10638297872340426,1.0601382722178812,0.0,0.0,0.0,0.0,defensive,0.0,0.40425531914893614,1,6,3,0,2,0,29,7,Bayern Munich
9584,58358,WC-2010,MF,Müller,Thomas,Germany,1989-09-13,dob+name,100.0,52.0,19.0,16.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,Bundesliga,Bayern Munich,Bundesliga,0.36538461538461536,0.3076923076923077,0.057692307692307696,0.0,0.0,True,True,10000000.0,2010-05-07,1.0,1.0,70.0,72.0,31.0,41.0,Germany,GER,1451.01953125,0.36538461538461536,0.3076923076923077,0.057692307692307696,0.845845324579585,16.071061167012115,13.53352519327336,0.3090588685963868,0.2602600998706415,offensive,0.5693189684670283,,1,6,3,0,2,0,29,7,Bayern Munich
9585,54659,WC-2010,DF,Badstuber,Holger,Germany,1989-03-13,dob+name,100.0,49.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,Bundesliga,Bayern Munich,Bundesliga,0.02040816326530612,0.061224489795918366,0.12244897959183673,0.0,0.0,True,True,8000000.0,2010-05-07,1.0,1.0,70.0,72.0,31.0,41.0,Germany,GER,1451.01953125,0.02040816326530612,0.061224489795918366,0.12244897959183673,0.845845324579585,0.845845324579585,2.5375359737387546,0.01726214948121602,0.051786448443648055,defensive,0.06904859792486408,8000000.0,1,6,3,0,2,0,29,7,Bayern Munich
9586,2623,WC-2010,MF,Trochowski,Piotr,Germany,1984-03-22,dob+name,100.0,48.0,9.0,13.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,4.0,Bundesliga,Hamburger SV,Bundesliga,0.1875,0.2708333333333333,0.125,0.0,0.0,True,True,8500000.0,2010-05-07,7.0,1.0,52.0,56.0,41.0,15.0,Germany,GER,1740.76647949,0.1875,0.2708333333333333,0.125,1.0147480141725214,9.132732127552693,13.191724184242778,0.19026525265734776,0.2748275871717245,offensive,0.46509283982907224,,1,6,3,0,2,0,29,7,Bayern Munich
9587,2219,WC-2010,DF,Lahm,Philipp,Germany,1983-11-11,dob+name,100.0,53.0,1.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,Bundesliga,Bayern Munich,Bundesliga,0.018867924528301886,0.22641509433962265,0.03773584905660377,0.0,0.0,True,True,25000000.0,2009-01-20,1.0,1.0,70.0,72.0,31.0,41.0,Germany,GER,1451.01953125,0.018867924528301886,0.22641509433962265,0.03773584905660377,0.845845324579585,0.845845324579585,10.150143894955018,0.01595934574678462,0.19151214896141547,defensive,0.2074714947082001,25000000.0,1,6,3,0,2,0,29,7,Bayern Munich
9588,6710,WC-2010,DF,Mertesacker,Per,Germany,1984-09-29,dob+name,100.0,51.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,Bundesliga,SV Werder Bremen,Bundesliga,0.09803921568627451,0.058823529411764705,0.0196078431372549,0.0,0.0,True,True,15000000.0,2007-12-31,3.0,1.0,61.0,71.0,40.0,31.0,Germany,GER,1818.63195801,0.09803921568627451,0.058823529411764705,0.0196078431372549,1.0601382722178812,5.300691361089406,3.1804148166536432,0.10393512472724326,0.062361074836345946,defensive,0.1662961995635892,15000000.0,1,6,3,0,2,0,29,7,Bayern Munich
9589,31909,WC-2010,MF,Kroos,Toni,Germany,1990-01-04,dob+name,100.0,35.0,9.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,Bundesliga,Bayer 04 Leverkusen,Bundesliga,0.2571428571428571,0.34285714285714286,0.17142857142857143,0.0,0.0,True,True,12000000.0,2010-05-07,4.0,1.0,59.0,65.0,38.0,27.0,Germany,GER,1748.33325195,0.2571428571428571,0.34285714285714286,0.17142857142857143,1.0191589259277443,9.172430333349698,12.229907111132931,0.26206943809570565,0.34942591746094087,offensive,0.6114953555566465,,1,6,3,0,2,0,29,7,Bayern Munich
9590,1426,WC-2010,FW,Cacau,not applicable,Germany,1981-03-27,dob+name,100.0,33.0,16.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,Bundesliga,VfB Stuttgart,Bundesliga,0.48484848484848486,0.18181818181818182,0.2727272727272727,0.0,0.0,True,True,6000000.0,2010-05-07,6.0,1.0,55.0,51.0,41.0,10.0,Germany,GER,1785.2722168,0.48484848484848486,0.18181818181818182,0.2727272727272727,1.0406918205857962,16.65106912937274,6.244150923514777,0.5045778524052346,0.18921669465196295,offensive,0.6937945470571976,,1,6,3,0,2,0,29,7,Bayern Munich
9591,26485,WC-2010,DF,Boateng,Jérôme,Germany,1988-09-03,dob+name,100.0,41.0,2.0,4.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,4.0,Bundesliga,Hamburger SV,Bundesliga,0.04878048780487805,0.0975609756097561,0.17073170731707318,0.0,0.0,True,True,15000000.0,2010-05-07,7.0,1.0,52.0,56.0,41.0,15.0,Germany,GER,1740.76647949,0.04878048780487805,0.0975609756097561,0.17073170731707318,1.0147480141725214,2.0294960283450427,4.0589920566900854,0.049499903130366896,0.09899980626073379,defensive,0.1484997093911007,15000000.0,1,6,3,0,2,0,29,7,Bayern Munich
9593,294,WC-2010,GK,Butt,Hans-Jörg,Germany,1974-05-28,dob+name,100.0,47.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.0,16.0,3.0,Bundesliga,Bayern Munich,Bundesliga,0.0,0.0,0.02127659574468085,0.8723404255319149,0.3404255319148936,True,True,2500000.0,2009-11-17,1.0,1.0,70.0,72.0,31.0,41.0,Germany,GER,1451.01953125,0.0,0.0,0.02127659574468085,0.845845324579585,0.0,0.0,0.0,0.0,defensive,0.0,0.3404255319148936,1,6,3,0,2,0,29,7,Bayern Munich
9594,6288,WC-2010,FW,Gómez,Mario,Germany,1985-07-10,dob+name,100.0,45.0,14.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,Bundesliga,Bayern Munich,Bundesliga,0.3111111111111111,0.17777777777777778,0.022222222222222223,0.0,0.0,True,True,27500000.0,2010-05-07,1.0,1.0,70.0,72.0,31.0,41.0,Germany,GER,1451.01953125,0.3111111111111111,0.17777777777777778,0.022222222222222223,0.845845324579585,11.841834544114189,6.76676259663668,0.2631518787580931,0.15037250214748177,offensive,0.41352438090557486,,1,6,3,0,2,0,29,7,Bayern Munich
9597,26802,WC-2010,FW,Gyan,Asamoah,Ghana,1985-11-22,dob+name,100.0,30.0,13.0,5.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,Ligue 1,Stade Rennais FC,Ligue 1,0.43333333333333335,0.16666666666666666,0.1,0.0,0.0,True,True,6200000.0,2009-12-21,9.0,1.0,53.0,52.0,41.0,11.0,France,FRA,,0.43333333333333335,0.16666666666666666,0.1,,,,,,offensive,0.0,,1,2,1,0,0,0,1,2,Portsmouth FC
9602,110622,WC-2010,DF,Mensah,Jonathan,Ghana,1990-07-13,dob+name,100.0,14.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,South African Premiership,Free State Stars,South African Premiership,0.07142857142857142,0.0,0.42857142857142855,0.0,0.0,True,True,300000.0,2010-03-09,,,,,,,South Africa,RSA,,0.07142857142857142,0.0,0.42857142857142855,,,,,,defensive,0.0,300000.0,1,2,1,0,0,0,1,2,Portsmouth FC
9603,18091,WC-2010,MF,Boateng,Derek,Ghana,1983-05-02,dob+name,100.0,36.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,LaLiga,Getafe CF,LaLiga,0.0,0.0,0.2777777777777778,0.0,0.0,True,True,3400000.0,2010-04-10,6.0,1.0,58.0,58.0,48.0,10.0,Spain,ESP,1748.03259277,0.0,0.0,0.2777777777777778,1.0189836621520212,0.0,0.0,0.0,0.0,offensive,0.0,,1,2,1,0,0,0,1,2,Portsmouth FC
9604,5975,WC-2010,MF,Appiah,Stephen,Ghana,1980-12-24,dob+name,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Serie A,Bologna FC 1909,Serie A,0.0,0.0,0.0,0.0,0.0,True,True,2000000.0,2010-01-26,17.0,1.0,42.0,42.0,55.0,-13.0,Italy,ITA,1614.38366699,0.08064516129032258,0.07936507936507936,0.11627906976744186,0.9410754627298454,0.0,0.0,0.07589318247821333,0.07468852878808296,offensive,0.1505817112662963,,1,2,1,0,0,0,1,2,Portsmouth FC
9605,17129,WC-2010,MF,Muntari,Sulley,Ghana,1984-08-27,dob+name,100.0,42.0,2.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,4.0,Serie A,Inter Milan,Serie A,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.0,0.0,True,True,13000000.0,2010-05-08,1.0,1.0,82.0,75.0,34.0,41.0,Italy,ITA,1929.38879395,0.047619047619047616,0.047619047619047616,0.19047619047619047,1.124701946122651,2.249403892245302,2.249403892245302,0.05355723552965005,0.05355723552965005,offensive,0.1071144710593001,,1,2,1,0,0,0,1,2,Portsmouth FC
9607,45403,WC-2010,MF,Ayew,André,Ghana,1989-12-17,dob+name,100.0,26.0,4.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,Ligue 2,AC Arles-Avignon,Ligue 2,0.15384615384615385,0.11538461538461539,0.19230769230769232,0.0,0.0,True,True,1000000.0,2010-01-31,3.0,2.0,60.0,43.0,39.0,4.0,France,FRA,1484.29003906,0.15384615384615385,0.11538461538461539,0.19230769230769232,0.8652397592314977,3.4609590369259906,2.595719277694493,0.13311380911253812,0.09983535683440357,offensive,0.2329491659469417,,1,2,1,0,0,0,1,2,Portsmouth FC
9608,4429,WC-2010,FW,Amoah,Matthew,Ghana,1980-10-24,dob+name,100.0,34.0,15.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,Eredivisie,NAC Breda,Eredivisie,0.4411764705882353,0.11764705882352941,0.14705882352941177,0.0,0.0,True,True,2500000.0,2008-12-01,10.0,1.0,46.0,42.0,49.0,-7.0,Netherlands,NED,1462.91113281,0.4411764705882353,0.11764705882352941,0.14705882352941177,0.852777316440938,12.79165974661407,3.411109265763752,0.37622528666511973,0.10032674311069859,offensive,0.47655202977581834,,1,2,1,0,0,0,1,2,Portsmouth FC
9609,52151,WC-2010,DF,Vorsah,Isaac,Ghana,1988-06-21,dob+name,100.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,Bundesliga,TSG 1899 Hoffenheim,Bundesliga,0.0,0.0,0.21052631578947367,0.0,0.0,True,True,3500000.0,2010-05-07,11.0,1.0,42.0,44.0,42.0,2.0,Germany,GER,1668.56213379,0.0,0.0,0.21052631578947367,0.9726578100716433,0.0,0.0,0.0,0.0,defensive,0.0,3500000.0,1,2,1,0,0,0,1,2,Portsmouth FC
9612,85563,WC-2010,FW,Adiyiah,Dominic,Ghana,1989-11-29,dob+name,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Milan Primavera,Primavera B,0.3333333333333333,0.0,0.0,0.0,0.0,True,False,1000000.0,2009-11-01,,,,,,,,,,0.3159445918066608,0.10489510489510488,0.07444168734491316,,,,,,offensive,0.0,,1,2,1,0,0,0,1,2,Portsmouth FC
9614,14551,WC-2010,MF,Owusu-Abeyie,Quincy,Ghana,1986-04-15,dob+name,100.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Premier League,Portsmouth FC,Premier League,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,True,True,1000000.0,2010-01-26,20.0,1.0,19.0,34.0,66.0,-32.0,England,ENG,1594.6048584,0.09090909090909091,0.2727272727272727,0.0,0.9295457676352564,0.9295457676352564,2.7886373029057694,0.08450416069411422,0.2535124820823426,offensive,0.3380166427764568,,1,2,1,0,0,0,1,2,Portsmouth FC
9615,63531,WC-2010,MF,Asamoah,Kwadwo,Ghana,1988-12-09,dob+name,100.0,27.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Serie A,Udinese Calcio,Serie A,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.0,0.0,True,True,5500000.0,2010-01-26,15.0,1.0,44.0,54.0,59.0,-5.0,Italy,ITA,1669.99816895,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.9734949205307779,0.9734949205307779,0.9734949205307779,0.036055367427065846,0.036055367427065846,offensive,0.07211073485413169,,1,2,1,0,0,0,1,2,Portsmouth FC
9616,7125,WC-2010,GK,Kingson,Richard,Ghana,1978-06-13,dob+name,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Premier League,Wigan Athletic,Premier League,0.0,0.0,0.0,0.0,1.0,True,True,500000.0,2009-06-25,16.0,1.0,36.0,37.0,79.0,-42.0,England,ENG,,0.0,0.0,0.039525691699604744,,,,,,defensive,0.0,1.0,1,2,1,0,0,0,1,2,Portsmouth FC
9617,16922,WC-2010,MF,Boateng,Kevin-Prince,Ghana,1987-03-06,dob+name,100.0,28.0,5.0,4.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,3.0,Premier League,Portsmouth FC,Premier League,0.17857142857142858,0.14285714285714285,0.32142857142857145,0.0,0.0,True,True,4000000.0,2010-01-23,20.0,1.0,19.0,34.0,66.0,-32.0,England,ENG,1594.6048584,0.17857142857142858,0.14285714285714285,0.32142857142857145,0.9295457676352564,4.647728838176282,3.7181830705410257,0.16599031564915293,0.13279225251932233,offensive,0.29878256816847526,,1,2,1,0,0,0,1,2,Portsmouth FC
9622,9850,WC-2010,DF,Moras,Vangelis,Greece,1981-08-26,dob+name,100.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Serie A,Bologna FC 1909,Serie A,0.0,0.0,0.05,0.0,0.0,True,True,2000000.0,2010-01-26,17.0,1.0,42.0,42.0,55.0,-13.0,Italy,ITA,1614.38366699,0.0,0.0,0.05,0.9410754627298454,0.0,0.0,0.0,0.0,defensive,0.0,2000000.0,0,0,0,0,0,0,6,4,Panathinaikos FC
9623,12883,WC-2010,MF,Tziolis,Alexandros,Greece,1985-02-13,dob+name,100.0,16.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,Serie A,AC Siena,Serie A,0.0,0.0625,0.1875,0.0,0.0,True,True,2500000.0,2009-10-24,19.0,1.0,31.0,40.0,67.0,-27.0,Italy,ITA,1580.56860352,0.0,0.0625,0.1875,0.9213635893053563,0.0,0.9213635893053563,0.0,0.05758522433158477,offensive,0.05758522433158477,,0,0,0,0,0,0,6,4,Panathinaikos FC
9624,6855,WC-2010,FW,Samaras,Georgios,Greece,1985-02-21,dob+name,100.0,45.0,13.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,Scottish Premiership,Celtic FC,Scottish Premiership,0.28888888888888886,0.06666666666666667,0.08888888888888889,0.0,0.0,True,True,4250000.0,2010-03-02,2.0,1.0,81.0,75.0,39.0,36.0,Scotland,SCO,1581.04760742,0.28888888888888886,0.06666666666666667,0.08888888888888889,0.9216428158771183,11.981356606402537,2.764928447631355,0.2662523690311675,0.06144285439180788,offensive,0.3276952234229754,,0,0,0,0,0,0,6,4,Panathinaikos FC
9625,12979,WC-2010,DF,Papadopoulos,Avraam,Greece,1984-12-03,dob+name,100.0,42.0,3.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,5.0,Super League Greece,Olympiacos Piraeus,Super League Greece,0.07142857142857142,0.0,0.23809523809523808,0.0,0.0,True,True,3500000.0,2010-03-04,2.0,1.0,64.0,47.0,18.0,29.0,Greece,GRE,1595.86669922,0.07142857142857142,0.0,0.23809523809523808,0.930281334686543,2.790844004059629,0.0,0.06644866676332449,0.0,defensive,0.06644866676332449,3500000.0,0,0,0,0,0,0,6,4,Panathinaikos FC
9626,1519,WC-2010,FW,Charisteas,Angelos,Greece,1980-02-09,dob+name,100.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bundesliga,1.FC Nuremberg,Bundesliga,0.05,0.2,0.0,0.0,0.0,True,True,1800000.0,2010-01-16,16.0,1.0,31.0,32.0,58.0,-26.0,Germany,GER,1618.07666016,0.05,0.2,0.0,0.9432282256246757,0.9432282256246757,3.7729129024987027,0.04716141128123379,0.18864564512493515,offensive,0.23580705640616895,,0,0,0,0,0,0,6,4,Panathinaikos FC
9627,6106,WC-2010,MF,Karagounis,Giorgos,Greece,1977-03-06,dob+name,91.89189189189189,41.0,3.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,Super League Greece,Panathinaikos FC,Super League Greece,0.07317073170731707,0.2682926829268293,0.17073170731707318,0.0,0.0,True,True,6000000.0,2010-05-10,1.0,1.0,70.0,54.0,17.0,37.0,Greece,GRE,1665.7734375,0.07317073170731707,0.2682926829268293,0.17073170731707318,0.9710321905208597,2.913096571562579,10.681354095729457,0.07105113589177021,0.2605208316031575,offensive,0.3315719674949277,,0,0,0,0,0,0,6,4,Panathinaikos FC
9628,16458,WC-2010,DF,Vyntra,Loukas,Greece,1981-02-05,dob+name,100.0,42.0,4.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,Super League Greece,Panathinaikos FC,Super League Greece,0.09523809523809523,0.023809523809523808,0.21428571428571427,0.0,0.0,True,True,3000000.0,2009-10-24,1.0,1.0,70.0,54.0,17.0,37.0,Greece,GRE,1665.7734375,0.09523809523809523,0.023809523809523808,0.21428571428571427,0.9710321905208597,3.8841287620834386,0.9710321905208597,0.09247925624008187,0.023119814060020467,defensive,0.11559907030010233,3000000.0,0,0,0,0,0,0,6,4,Panathinaikos FC
9630,16444,WC-2010,GK,Sifakis,Michalis,Greece,1984-09-09,dob+name,100.0,36.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,33.0,16.0,3.0,Super League Greece,Aris Thessaloniki,Super League Greece,0.0,0.0,0.1111111111111111,0.9166666666666666,0.4444444444444444,True,True,2500000.0,2009-11-01,5.0,1.0,46.0,35.0,28.0,7.0,Greece,GRE,,0.0,0.0,0.1111111111111111,,,,,,defensive,0.0,0.4444444444444444,0,0,0,0,0,0,6,4,Panathinaikos FC
9633,9706,WC-2010,DF,Kyrgiakos,Sotirios,Greece,1979-07-23,dob+name,97.14285714285714,22.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,Premier League,Liverpool FC,Premier League,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.0,0.0,True,True,5000000.0,2010-01-24,7.0,1.0,63.0,61.0,35.0,26.0,England,ENG,1848.83557129,0.045454545454545456,0.045454545454545456,0.13636363636363635,1.0777449167378825,1.0777449167378825,1.0777449167378825,0.04898840530626739,0.04898840530626739,defensive,0.09797681061253478,5000000.0,0,0,0,0,0,0,6,4,Panathinaikos FC
9634,16402,WC-2010,FW,Gekas,Theofanis,Greece,1980-05-23,dob+name,100.0,27.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Bundesliga,Hertha BSC,Bundesliga,0.25925925925925924,0.037037037037037035,0.037037037037037035,0.0,0.0,True,True,3000000.0,2010-01-16,18.0,1.0,24.0,34.0,56.0,-22.0,Germany,GER,1627.56652832,0.25925925925925924,0.037037037037037035,0.037037037037037035,0.9487601708818824,6.641321196173177,0.9487601708818824,0.24597485911752504,0.035139265588217866,offensive,0.28111412470574293,,0,0,0,0,0,0,6,4,Panathinaikos FC
9635,46062,WC-2010,MF,Ninis,Sotiris,Greece,1990-04-03,dob+name,100.0,42.0,6.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,Super League Greece,Panathinaikos FC,Super League Greece,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.0,0.0,True,True,7500000.0,2009-10-24,1.0,1.0,70.0,54.0,17.0,37.0,Greece,GRE,1665.7734375,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.9710321905208597,5.826193143125158,7.768257524166877,0.1387188843601228,0.18495851248016373,offensive,0.3236773968402865,,0,0,0,0,0,0,6,4,Panathinaikos FC
9636,34322,WC-2010,DF,Papastathopoulos,Sokratis,Greece,1988-06-09,dob+name,100.0,36.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,4.0,Serie A,Genoa CFC,Serie A,0.0,0.027777777777777776,0.3055555555555556,0.0,0.0,True,True,5000000.0,2010-01-26,9.0,1.0,51.0,57.0,61.0,-4.0,Italy,ITA,1671.64562988,0.0,0.027777777777777776,0.3055555555555556,0.9744552777796341,0.0,0.9744552777796341,0.0,0.027068202160545392,defensive,0.027068202160545392,5000000.0,0,0,0,0,0,0,6,4,Panathinaikos FC
9638,9852,WC-2010,MF,Katsouranis,Kostas,Greece,1979-06-21,dob+name,85.71428571428572,46.0,10.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,4.0,Super League Greece,Panathinaikos FC,Super League Greece,0.21739130434782608,0.10869565217391304,0.13043478260869565,0.0,0.0,True,True,8000000.0,2010-03-02,1.0,1.0,70.0,54.0,17.0,37.0,Greece,GRE,1665.7734375,0.21739130434782608,0.10869565217391304,0.13043478260869565,0.9710321905208597,9.710321905208597,4.855160952604298,0.21109395446105644,0.10554697723052822,offensive,0.3166409316915847,,0,0,0,0,0,0,6,4,Panathinaikos FC
9639,34285,WC-2010,DF,Malezas,Stelios,Greece,1985-03-11,dob+name,100.0,31.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,Super League Greece,PAOK Thessaloniki,Super League Greece,0.03225806451612903,0.0,0.16129032258064516,0.0,0.0,True,True,2500000.0,2010-02-08,3.0,1.0,62.0,41.0,16.0,25.0,Greece,GRE,,0.03225806451612903,0.0,0.16129032258064516,,,,,,defensive,0.0,2500000.0,0,0,0,0,0,0,6,4,Panathinaikos FC
9643,62240,WC-2010,DF,Figueroa,Maynor,Honduras,1983-05-02,dob+name,100.0,38.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,Premier League,Wigan Athletic,Premier League,0.02631578947368421,0.02631578947368421,0.15789473684210525,0.0,0.0,True,True,5000000.0,2010-01-23,16.0,1.0,36.0,37.0,79.0,-42.0,England,ENG,,0.02631578947368421,0.02631578947368421,0.15789473684210525,,,,,,defensive,0.0,5000000.0,0,0,0,0,0,0,1,2,Wigan Athletic
9646,62275,WC-2010,MF,Thomas,Hendry,Honduras,1985-02-23,dob+name,100.0,33.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,Premier League,Wigan Athletic,Premier League,0.0,0.0,0.21212121212121213,0.0,0.0,True,True,2500000.0,2010-01-23,16.0,1.0,36.0,37.0,79.0,-42.0,England,ENG,,0.0,0.0,0.21212121212121213,,,,,,offensive,0.0,,0,0,0,0,0,0,1,2,Wigan Athletic
9648,58361,WC-2010,MF,Palacios,Wilson,Honduras,1984-07-29,dob+name,100.0,43.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,Premier League,Tottenham Hotspur,Premier League,0.023255813953488372,0.023255813953488372,0.23255813953488372,0.0,0.0,True,True,16000000.0,2010-01-23,4.0,1.0,70.0,67.0,41.0,26.0,England,ENG,1786.95031738,0.023255813953488372,0.023255813953488372,0.23255813953488372,1.0416700386588118,1.0416700386588118,1.0416700386588118,0.024224884619972367,0.024224884619972367,offensive,0.048449769239944734,,0,0,0,0,0,0,1,2,Wigan Athletic
